step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
9,B,all_agents,,,40,5,10,25,5,0,0.2065045247063603,0.1806081038417247,0.6408070685302614,0.011057364375721017,72,29,0.725,38,3.0526315789473686,1.1842105263157894,32.475,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,participants_only,,,30,5,0,25,5,0,0.2082309126355687,0.1792501766281267,0.6408070685302614,0.011989443454054982,72,29,0.9666666666666667,38,3.0526315789473686,1.1842105263157894,26.633333333333333,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,nonparticipants_only,,,10,0,10,0,0,0,0.201325360918735,0.18237938308255852,0.5574391899059226,0.008225362157333722,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,step_totals,,,,,,,,,,,,,,,,,,,,,92.40000000000009,0.1,0.0010822510822510812,19.5,0.21103896103896083,60.0,0.6493506493506487,0.0,0.0,0.016370674681171808,0.08333333333333333,0.15503875968992262,2,5,6,25,1,39,60,38,7.0000000000000036,0.07575757575757572,5.8000000000000025,0.06277056277056274,35,29,43
10,B,all_agents,,,40,6,10,24,6,0,0.21182845821398572,0.18081353390378263,0.6551747857890509,0.011395808109159626,75,29,0.725,39,3.1538461538461537,1.1794871794871795,32.25,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,participants_only,,,30,6,0,24,6,0,0.21514549760399532,0.18058243666131094,0.6551747857890509,0.01250672397496737,75,29,0.9666666666666667,39,3.1538461538461537,1.1794871794871795,26.333333333333332,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,nonparticipants_only,,,10,0,10,0,0,0,0.20187734004395697,0.18146748616714575,0.554651993956393,0.007931027507957898,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,step_totals,,,,,,,,,,,,,,,,,,,,,89.30000000000008,0.1,0.0011198208286674121,20.0,0.22396416573348243,58.0,0.6494960806270991,0.0,0.0,0.015985889319594444,0.034482758620689655,0.088495575221239,1,2,13,26,1,40,58,39,5.400000000000002,0.06047032474804028,5.8000000000000025,0.06494960806270994,27,29,33
10,B,reachability,0.525,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,all_agents,,,40,8,10,22,8,0,0.21651645286590288,0.18557498851683182,0.6518989118601056,0.011614126671611704,78,29,0.725,39,3.1538461538461537,1.1794871794871795,31.9,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,participants_only,,,30,8,0,22,8,0,0.22121393621451219,0.19020727402345625,0.6518989118601056,0.012847956658267353,78,29,0.9666666666666667,39,3.1538461538461537,1.1794871794871795,25.866666666666667,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,nonparticipants_only,,,10,0,10,0,0,0,0.202424002820075,0.18056014873631,0.551878733986611,0.0076478405139192235,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,step_totals,,,,,,,,,,,,,,,,,,,,,91.8000000000001,0.1,0.0010893246187363825,19.5,0.21241830065359454,60.0,0.6535947712418294,0.0,0.0,0.013956605687025189,0.05,0.0,0,3,8,24,1,39,60,38,6.400000000000003,0.0697167755991285,5.8000000000000025,0.0631808278867102,32,29,45
12,B,all_agents,,,40,10,10,20,10,0,0.22207018952685367,0.19094674347758095,0.6658229553857014,0.012246358370896389,85,30,0.75,42,3.7142857142857144,1.2142857142857142,31.775,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,participants_only,,,30,10,0,20,10,0,0.2284385591678149,0.19363504918259367,0.6658229553857014,0.013707335558619402,85,30,1.0,42,3.7142857142857144,1.2142857142857142,25.7,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,nonparticipants_only,,,10,0,10,0,0,0,0.20296508060397006,0.17965734799262845,0.549119340316678,0.007376753225120352,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,step_totals,,,,,,,,,,,,,,,,,,,,,85.50000000000009,0.1,0.0011695906432748527,20.0,0.23391812865497053,54.0,0.6315789473684205,0.0,0.0,0.017384646843551937,0.07407407407407407,0.26086956521739146,3,4,11,36,1,40,54,39,5.600000000000002,0.06549707602339178,5.8000000000000025,0.06783625730994149,28,29,36
13,B,all_agents,,,40,10,10,20,10,0,0.227399315863072,0.19315563370942146,0.6624938406087728,0.012851497166673814,89,30,0.75,42,3.7142857142857144,1.2142857142857142,31.45,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B,participants_only,,,30,10,0,20,10,0,0.2353652867593237,0.19555984604118143,0.6624938406087728,0.014509974991388999,89,30,1.0,42,3.7142857142857144,1.2142857142857142,25.266666666666666,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B,nonparticipants_only,,,10,0,10,0,0,0,0.203501403174317,0.1787590612526653,0.5463737436150946,0.007114583384689112,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B,step_totals,,,,,,,,,,,,,,,,,,,,,91.2000000000001,0.1,0.0010964912280701743,19.5,0.21381578947368396,59.0,0.6469298245614028,0.0,0.0,0.01573689405782412,0.06779661016949153,0.0,0,4,7,22,1,39,59,38,6.600000000000003,0.07236842105263153,6.000000000000003,0.06578947368421048,33,30,46
14,B,all_agents,,,40,10,10,20,10,0,0.23250073556106624,0.19377270266235944,0.6759940869844219,0.013607029160504158,99,30,0.75,42,3.7142857142857144,1.2142857142857142,31.5,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B,participants_only,,,30,10,0,20,10,0,0.24199025628220214,0.19950885463071705,0.6759940869844219,0.015494360636736728,99,30,1.0,42,3.7142857142857144,1.2142857142857142,25.333333333333332,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B,nonparticipants_only,,,10,0,10,0,0,0,0.20403217339765858,0.17786526594640198,0.5436418748970191,0.006864422689604037,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B,step_totals,,,,,,,,,,,,,,,,,,,,,82.40000000000009,,,20.0,0.24271844660194147,51.0,0.6189320388349507,0.0,0.0,0.016795106586551253,0.19607843137254902,0.0,0,10,13,41,,40,51,36,5.400000000000002,0.06553398058252423,6.000000000000003,0.07281553398058248,27,30,36
15,B,all_agents,,,40,14,10,16,14,0,0.23755952535277022,0.19338757839807721,0.6726141165494998,0.014386556512823867,102,30,0.75,42,3.7142857142857144,1.2142857142857142,31.25,463,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B,participants_only,,,30,14,0,16,14,0,0.24855964070423983,0.2020005258578158,0.6726141165494998,0.0164916219785724,102,30,1.0,42,3.7142857142857144,1.2142857142857142,25.0,463,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B,nonparticipants_only,,,10,0,10,0,0,0,0.2045591792983614,0.17697593961666996,0.540923665522534,0.0066193296626306155,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.8000000000001,0.1,0.001126126126126125,19.5,0.21959459459459435,57.0,0.6418918918918912,0.0,0.0,0.01550239213569271,0.05263157894736842,0.0,0,3,8,25,1,39,57,38,6.200000000000003,0.06981981981981977,6.000000000000003,0.06756756756756753,31,30,50
16,B,all_agents,,,40,18,10,12,18,0,0.2423428233920065,0.19384569456057868,0.6857095518875198,0.015342377108714342,107,30,0.75,43,3.9767441860465116,1.2325581395348837,31.375,501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B,participants_only,,,30,18,0,12,18,0,0.25476344366913367,0.20305796225880196,0.6857095518875198,0.017711073799763822,107,30,1.0,43,3.9767441860465116,1.2325581395348837,25.166666666666668,501,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B,nonparticipants_only,,,10,0,10,0,0,0,0.20508096256062508,0.1772007035402233,0.5382190471949213,0.006385025338742919,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B,step_totals,,,,,,,,,,,,,,,,,,,,,80.40000000000009,,,19.0,0.23631840796019873,50.0,0.6218905472636809,0.0,0.0,0.016305867595888382,0.08,0.0877192982456141,1,4,13,43,,38,50,35,5.400000000000002,0.06716417910447756,6.000000000000003,0.07462686567164174,27,30,35
17,B,all_agents,,,40,21,10,9,21,0,0.2469480771167493,0.1999855706123841,0.6822810041280822,0.016203806073483887,110,30,0.75,43,3.9767441860465116,1.2325581395348837,31.2,535,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B,participants_only,,,30,21,0,9,21,0,0.2607313428622578,0.2126499060329854,0.6822810041280822,0.018792310386937093,110,30,1.0,43,3.9767441860465116,1.2325581395348837,24.933333333333334,535,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B,nonparticipants_only,,,10,0,10,0,0,0,0.2055982798802238,0.17785045327527282,0.5355279519589466,0.006158552157788572,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
