step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
15,C,step_totals,,,,,,,,,,,,,,,,,,,,,87.40000000000009,0.1,0.0011441647597253994,56.0,0.6407322654462236,19.5,0.22311212814645287,0.0,0.0,0.014051857244742387,0.14285714285714285,0.0,0,8,9,24,1,56,39,37,5.600000000000002,0.06407322654462239,6.200000000000003,0.07093821510297478,28,31,44
16,C,all_agents,,,40,21,10,9,21,0,0.24414389395206787,0.18555962240305235,0.7081133939087073,0.020020271602837314,87,28,0.7,0,0.0,0.0,31.625,514,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,participants_only,,,30,21,0,9,21,0,0.2665613971305184,0.20154540457641806,0.7081133939087073,0.022429761290081292,87,28,0.9333333333333333,0,0.0,0.0,25.5,514,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,nonparticipants_only,,,10,0,10,0,0,0,0.1768913844167164,0.15464713167109914,0.47830350756955947,0.006761269156035322,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,step_totals,,,,,,,,,,,,,,,,,,,,,81.50000000000007,,,52.0,0.6380368098159503,18.5,0.22699386503067465,0.0,0.0,0.0161822229407979,0.15384615384615385,0.0,0,8,11,40,,52,37,33,5.200000000000002,0.06380368098159506,5.8000000000000025,0.0711656441717791,26,29,31
17,C,all_agents,,,40,22,10,8,22,0,0.2485412003811631,0.18768939389492995,0.7045728269391638,0.020934991003231797,93,28,0.7,0,0.0,0.0,31.5,548,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,participants_only,,,30,22,0,8,22,0,0.272198057696879,0.2024607198578568,0.7045728269391638,0.02349497181464271,93,28,0.9333333333333333,0,0.0,0.0,25.333333333333332,548,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,nonparticipants_only,,,10,0,10,0,0,0,0.17757062843401542,0.15443863022562226,0.4759119900317117,0.006539285792325368,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.3000000000001,,,55.0,0.6373117033603701,19.5,0.2259559675550403,0.0,0.0,0.014086732517619355,0.10909090909090909,0.0,0,6,9,28,,55,39,37,5.600000000000002,0.06488991888760134,6.200000000000003,0.0718424101969872,28,31,46
18,C,all_agents,,,40,24,10,6,24,0,0.25276765219083497,0.19004734012892807,0.7163899138615972,0.022010287577974085,99,28,0.7,0,0.0,0.0,31.55,584,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,participants_only,,,30,24,0,6,24,0,0.27760889602067496,0.20473629487374806,0.7163899138615972,0.02476964277534292,99,28,0.9333333333333333,0,0.0,0.0,25.4,584,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,nonparticipants_only,,,10,0,10,0,0,0,0.17824392070131498,0.1543082891202258,0.47353243008155316,0.006327173245704819,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,step_totals,,,,,,,,,,,,,,,,,,,,,81.30000000000008,,,52.0,0.63960639606396,18.5,0.227552275522755,0.0,0.0,0.01444764779640153,0.11538461538461539,0.0,0,6,13,40,,52,37,33,5.400000000000002,0.06642066420664203,5.400000000000002,0.06642066420664203,27,27,31
19,C,all_agents,,,40,26,10,4,26,0,0.2569755450475025,0.19297700111785968,0.7128079642922892,0.023051104279558764,106,28,0.7,0,0.0,0.0,31.45,619,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,participants_only,,,30,26,0,4,26,0,0.282996700954742,0.2055163092410136,0.7128079642922892,0.025985792650593195,106,28,0.9333333333333333,0,0.0,0.0,25.266666666666666,619,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,nonparticipants_only,,,10,0,10,0,0,0,0.17891207732578396,0.15604328420603408,0.47116476793114537,0.0061218325094690934,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.1000000000001,,,55.0,0.6387921022067357,19.5,0.22648083623693355,0.0,0.0,0.01361967223227584,0.12727272727272726,0.0,0,7,11,27,,55,39,36,5.600000000000002,0.06504065040650402,6.000000000000003,0.06968641114982574,28,30,46
20,C,all_agents,,,40,27,10,3,27,0,0.2609430915403548,0.19481134683929993,0.7242956457205977,0.02418189933074564,110,28,0.7,0,0.0,0.0,31.5,655,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,participants_only,,,30,27,0,3,27,0,0.28806599687337936,0.21170123374120736,0.7242956457205977,0.027324564212717978,110,28,0.9333333333333333,0,0.0,0.0,25.333333333333332,655,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,nonparticipants_only,,,10,0,10,0,0,0,0.17957437554128103,0.15588659205391892,0.46880894409148965,0.005926080760378065,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,step_totals,,,,,,,,,,,,,,,,,,,,,80.80000000000008,,,52.0,0.6435643564356429,18.0,0.22277227722772255,0.0,0.0,0.013806142794009952,0.07692307692307693,0.0,0,4,13,39,,52,36,33,5.400000000000002,0.0668316831683168,5.400000000000002,0.0668316831683168,27,27,31
20,C,reachability,0.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,all_agents,,,40,28,10,2,28,0,0.264726090805016,0.19894403144977307,0.7206741674919946,0.025193372368945262,117,28,0.7,0,0.0,0.0,31.4,687,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,participants_only,,,30,28,0,2,28,0,0.29289105433150303,0.2116827708337236,0.7206741674919946,0.028505318845889926,117,28,0.9333333333333333,0,0.0,0.0,25.2,687,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,nonparticipants_only,,,10,0,10,0,0,0,0.18023120022555494,0.15616139486078123,0.4664648993710322,0.005738350892731136,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.1000000000001,,,55.0,0.6387921022067357,19.5,0.22648083623693355,0.0,0.0,0.012436455311236709,0.12727272727272726,0.0,0,7,11,27,,55,39,36,5.600000000000002,0.06504065040650402,6.000000000000003,0.06968641114982574,28,30,46
22,C,all_agents,,,40,30,10,0,30,0,0.2688983681930102,0.19977978814096237,0.7318472007923149,0.026463926318260604,121,28,0.7,0,0.0,0.0,31.475,729,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,participants_only,,,30,30,0,0,30,0,0.2982366989094131,0.217652679530903,0.7318472007923149,0.029990394589733467,121,28,0.9333333333333333,0,0.0,0.0,25.3,729,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,nonparticipants_only,,,10,0,10,0,0,0,0.1808833760438015,0.15726304332147292,0.46413257487417703,0.005555669713141655,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,step_totals,,,,,,,,,,,,,,,,,,,,,80.30000000000007,,,52.0,0.6475716064757155,17.5,0.21793275217932734,0.0,0.0,0.01454011887680869,0.07692307692307693,0.0,0,4,13,39,,52,35,32,5.400000000000002,0.06724782067247817,5.400000000000002,0.06724782067247817,27,27,30
23,C,all_agents,,,40,30,10,0,30,0,0.27275997400513835,0.20361200756367376,0.7291876573819503,0.027500056600538943,126,28,0.7,0,0.0,0.0,31.375,764,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,participants_only,,,30,30,0,0,30,0,0.30316978741339357,0.2179650293545078,0.7291876573819503,0.031174570729093205,126,28,0.9333333333333333,0,0.0,0.0,25.166666666666668,764,,,,,,,,,,,,,,,,,,,,,,,,,,,
