step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
20,D,all_agents,,,40,26,10,4,26,0,0.2676817443753894,0.20614459116993997,0.7166212007317264,0.02327473843813896,99,29,0.725,0,0.0,0.0,31.35,621,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,participants_only,,,30,26,0,4,26,0,0.2906265191898476,0.22282436390035307,0.7166212007317264,0.024551554068400594,99,29,0.9666666666666667,0,0.0,0.0,25.133333333333333,621,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,nonparticipants_only,,,10,0,10,0,0,0,0.19884741993201477,0.1463578792762839,0.5633145198912587,0.013126739251919706,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,step_totals,,,,,,,,,,,,,,,,,,,,,78.10000000000008,,,18.5,0.2368758002560817,47.0,0.601792573623559,0.0,0.0,0.013780502702385622,0.10638297872340426,0.0,0,5,55,7,,37,47,35,6.800000000000003,0.087067861715749,5.8000000000000025,0.07426376440460943,34,29,43
20,D,reachability,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,all_agents,,,40,28,10,2,28,0,0.27229533149051477,0.20562290103350095,0.7279563527024574,0.024469128337627002,108,29,0.725,0,0.0,0.0,31.125,664,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,participants_only,,,30,28,0,2,28,0,0.29659097700487336,0.22924940665364235,0.7279563527024574,0.025996070737632087,108,29,0.9666666666666667,0,0.0,0.0,24.833333333333332,664,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,nonparticipants_only,,,10,0,10,0,0,0,0.19940839494743903,0.1461464438451227,0.5604979472918024,0.012804960446099285,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.8000000000001,,,19.0,0.2188940092165896,56.0,0.64516129032258,0.0,0.0,0.014660931021010636,0.16071428571428573,0.0,0,9,26,10,,38,56,34,6.000000000000003,0.06912442396313359,5.8000000000000025,0.06682027649769581,30,29,35
22,D,all_agents,,,40,29,10,1,29,0,0.2757044068299234,0.2055630603922433,0.7388380985943591,0.025438490960703976,110,29,0.725,0,0.0,0.0,31.35,697,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,participants_only,,,30,29,0,1,29,0,0.30095109042245966,0.23247168424523373,0.7388380985943591,0.02720405181699153,110,29,0.9666666666666667,0,0.0,0.0,25.133333333333333,697,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,nonparticipants_only,,,10,0,10,0,0,0,0.19996435605231458,0.14643366604267405,0.5576954575553433,0.012493068002781627,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,step_totals,,,,,,,,,,,,,,,,,,,,,77.4000000000001,,,18.0,0.2325581395348834,47.0,0.6072351421188622,0.0,0.0,0.012965684545122454,0.0425531914893617,0.0,0,2,54,8,,36,47,34,6.600000000000003,0.0852713178294573,5.8000000000000025,0.0749354005167958,33,29,42
23,D,all_agents,,,40,30,10,0,30,0,0.279921345434871,0.20688609677244352,0.7492845746505847,0.026632793231387644,118,29,0.725,0,0.0,0.0,31.125,738,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,participants_only,,,30,30,0,0,30,0,0.3063897976439536,0.23595735669590576,0.7492845746505847,0.028645242186623097,118,29,0.9666666666666667,0,0.0,0.0,24.833333333333332,738,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,nonparticipants_only,,,10,0,10,0,0,0,0.2005159888076234,0.14684772767296894,0.5549069802675666,0.01218849881754743,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.0000000000001,,,19.0,0.2183908045977009,56.0,0.6436781609195394,0.0,0.0,0.013551440921646788,0.14285714285714285,0.0,0,8,26,9,,38,56,34,6.200000000000003,0.07126436781609191,5.8000000000000025,0.06666666666666662,31,29,35
24,D,all_agents,,,40,30,10,0,30,0,0.283282036512185,0.20621723328288216,0.7593131916645613,0.027716159258762838,123,30,0.75,0,0.0,0.0,31.35,774,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,participants_only,,,30,30,0,0,30,0,0.31068828510549285,0.23665257780699397,0.7593131916645613,0.029986701067403497,123,30,1.0,0,0.0,0.0,25.133333333333333,774,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,nonparticipants_only,,,10,0,10,0,0,0,0.2010632907322612,0.14932064463755135,0.5521324453662287,0.011891304289342548,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.90000000000009,,,17.5,0.22756827048114409,47.0,0.6111833550065012,0.0,0.0,0.012944365261037188,0.10638297872340426,0.0,0,5,54,8,,35,47,34,6.600000000000003,0.08582574772431724,5.8000000000000025,0.07542262678803635,33,29,42
25,D,all_agents,,,40,30,10,0,30,0,0.2872037260665893,0.21058828097556684,0.7689406639979789,0.02895115122261933,131,30,0.75,0,0.0,0.0,31.125,815,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,participants_only,,,30,30,0,0,30,0,0.3157361836297281,0.23702413832244418,0.7689406639979789,0.031478081953532557,131,30,1.0,0,0.0,0.0,24.833333333333332,815,,,,,,,,,,,,,,,,,,,,,,,,,,,
