step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
18,A,nonparticipants_only,,,10,0,10,0,0,0,0.1709726922340372,0.15810103526729374,0.3999472025833888,0.004492819251434727,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A,step_totals,,,,,,,,,,,,,,,,,,,,,78.90000000000009,,,49.0,0.6210392902408104,18.5,0.23447401774397944,0.0,0.0,0.014284680416281661,0.061224489795918366,0.0,0,3,13,50,,49,37,35,5.400000000000002,0.06844106463878322,6.000000000000003,0.0760456273764258,27,30,34
19,A,all_agents,,,40,26,10,4,25,1,0.2643406734128065,0.2147477502094966,0.7422911362422545,0.023433047598253407,151,30,0.75,50,4.54,2.02,31.575,659,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A,participants_only,,,30,26,0,4,25,1,0.29522728716308205,0.236917564511367,0.7422911362422545,0.02599000739332361,151,30,1.0,50,4.54,2.02,25.433333333333334,659,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A,nonparticipants_only,,,10,0,10,0,0,0,0.1716808321619798,0.15872687885565767,0.39794746657047186,0.004314373305538253,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.3000000000001,,,58.0,0.649496080627099,19.5,0.21836506159014535,0.0,0.0,0.014190397695514499,0.06896551724137931,0.0,0,4,11,25,,58,39,37,5.8000000000000025,0.06494960806270993,6.000000000000003,0.06718924972004475,29,30,34
20,A,all_agents,,,40,28,10,2,27,1,0.26810020093459586,0.21392201452040158,0.7525994907925644,0.024599517933020162,156,30,0.75,51,4.784313725490196,2.0392156862745097,31.75,696,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A,participants_only,,,30,28,0,2,27,1,0.30000566096159453,0.2365776541863125,0.7525994907925644,0.027346984357184172,156,30,1.0,51,4.784313725490196,2.0392156862745097,25.666666666666668,696,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A,nonparticipants_only,,,10,0,10,0,0,0,0.1723838208536,0.15958574755894067,0.3959577292376195,0.004141618106115238,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A,step_totals,,,,,,,,,,,,,,,,,,,,,78.40000000000009,,,49.0,0.6249999999999992,18.0,0.2295918367346936,0.0,0.0,0.013727268527332618,0.08163265306122448,0.0877192982456141,1,4,13,50,,49,36,34,5.400000000000002,0.06887755102040811,6.000000000000003,0.0765306122448979,27,30,34
20,A,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
