step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
15,B,all_agents,,,40,15,10,15,15,0,0.2234937462849144,0.17377373391313009,0.647991237304916,0.01628766200571629,119,30,0.75,58,3.810344827586207,1.4482758620689655,31.65,450,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B,participants_only,,,30,15,0,15,15,0,0.24450896575730377,0.18975173178289098,0.647991237304916,0.017520465549401162,119,30,1.0,58,3.810344827586207,1.4482758620689655,25.533333333333335,450,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B,nonparticipants_only,,,10,0,10,0,0,0,0.16044808786774628,0.12782281825878417,0.47723791251213815,0.007289577980989351,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.40000000000009,,,20.0,0.23148148148148123,0.0,0.0,55.0,0.6365740740740734,0.01576466398569488,0.07272727272727272,0.0877192982456141,1,4,12,28,,40,34,55,5.600000000000002,0.06481481481481477,5.8000000000000025,0.0671296296296296,28,29,39
16,B,all_agents,,,40,17,10,13,17,0,0.228074580520874,0.17362980940496564,0.6620715878127194,0.01734218348483917,128,30,0.75,59,3.983050847457627,1.4406779661016949,31.825,486,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B,participants_only,,,30,17,0,13,17,0,0.25035794411298123,0.19175944529040312,0.6620715878127194,0.018784668179209596,128,30,1.0,59,3.983050847457627,1.4406779661016949,25.766666666666666,486,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B,nonparticipants_only,,,10,0,10,0,0,0,0.16122448974455228,0.13052229792458386,0.47485172294957745,0.007056149885991273,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,B,step_totals,,,,,,,,,,,,,,,,,,,,,79.1000000000001,,,19.5,0.24652338811630817,0.0,0.0,47.0,0.5941845764854607,0.01583637150261721,0.1702127659574468,0.07936507936507944,1,8,7,54,,39,37,47,6.600000000000003,0.08343868520859665,6.000000000000003,0.07585335018963332,33,30,40
17,B,all_agents,,,40,20,10,10,20,0,0.23266958247859645,0.1759385172730259,0.6755887243002106,0.01828696821499734,130,30,0.75,59,3.983050847457627,1.4406779661016949,31.625,519,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B,participants_only,,,30,20,0,10,20,0,0.2562276940678216,0.19572029126502566,0.6755887243002106,0.019886189019538716,130,30,1.0,59,3.983050847457627,1.4406779661016949,25.5,519,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B,nonparticipants_only,,,10,0,10,0,0,0,0.16199524771092116,0.1347866535191718,0.47247746433482957,0.006829490341568623,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.4000000000001,,,20.0,0.2314814814814812,0.0,0.0,55.0,0.6365740740740733,0.014460724608124741,0.03636363636363636,0.0,0,2,12,28,,40,33,55,5.600000000000002,0.06481481481481477,5.8000000000000025,0.06712962962962958,28,29,39
18,B,all_agents,,,40,22,10,8,22,0,0.23657805607552046,0.17821812530756692,0.6885651753282022,0.019209379880816835,134,30,0.75,60,4.166666666666667,1.45,31.8,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
