step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
10,C,nonparticipants_only,,,10,0,10,0,0,0,0.16223073478596445,0.12366776048896175,0.5945967363200877,0.010696598221248133,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.20000000000009,,,20.0,0.23201856148491856,56.0,0.6496519721577719,0.0,0.0,0.015855858240879102,0.08928571428571429,0.0,0,5,39,15,,40,56,40,4.200000000000001,0.04872389791183291,6.000000000000003,0.0696055684454756,21,30,32
10,C,reachability,0.275,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,all_agents,,,40,10,10,20,10,0,0.2173469480160148,0.17834053509482117,0.6512564548011585,0.015296210527733072,47,23,0.575,0,0.0,0.0,32.075,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,participants_only,,,30,10,0,20,10,0,0.235460157504744,0.19557459553440243,0.6512564548011585,0.015619677031223377,47,23,0.7666666666666667,0,0.0,0.0,26.1,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,nonparticipants_only,,,10,0,10,0,0,0,0.16300731954982725,0.1264108205076201,0.5916237526384872,0.010388750721471092,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,step_totals,,,,,,,,,,,,,,,,,,,,,90.20000000000009,,,20.0,0.22172949002217274,60.0,0.6651884700665182,0.0,0.0,0.014331630986138938,0.1,0.0,0,6,24,16,,40,60,39,4.200000000000001,0.046563192904656284,6.000000000000003,0.06651884700665185,21,30,31
12,C,all_agents,,,40,12,10,18,12,0,0.22161541664063017,0.18300110578462836,0.6480001725271527,0.015919522150089977,51,25,0.625,0,0.0,0.0,32.325,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,participants_only,,,30,12,0,18,12,0,0.24089479033495323,0.19721519746123917,0.6480001725271527,0.016375210120924633,51,25,0.8333333333333334,0,0.0,0.0,26.433333333333334,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,nonparticipants_only,,,10,0,10,0,0,0,0.16377729555766088,0.12696053229499946,0.5886656338752948,0.010092127237041731,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.20000000000007,,,20.0,0.2624671916010496,45.0,0.5905511811023616,0.0,0.0,0.015546769342679213,0.08888888888888889,0.0,0,4,61,7,,40,45,39,4.600000000000001,0.06036745406824143,6.600000000000003,0.08661417322834641,23,33,42
13,C,all_agents,,,40,13,10,17,13,0,0.227153178143711,0.1825576091786688,0.6497020366915776,0.016771395955646137,57,25,0.625,0,0.0,0.0,31.925,370,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,participants_only,,,30,13,0,17,13,0,0.24802373329288344,0.20571546012092468,0.6497020366915776,0.017351720475676253,57,25,0.8333333333333334,0,0.0,0.0,25.9,370,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,nonparticipants_only,,,10,0,10,0,0,0,0.16454151269619371,0.13029983474018864,0.5857223057059183,0.009803461528740003,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,step_totals,,,,,,,,,,,,,,,,,,,,,90.6000000000001,,,20.0,0.22075055187637946,60.0,0.6622516556291383,0.0,0.0,0.016271433049070437,0.1,0.0,0,6,24,15,,40,60,39,5.000000000000002,0.055187637969094885,5.600000000000002,0.061810154525386275,25,28,31
14,C,all_agents,,,40,15,10,15,15,0,0.23153487223142363,0.18164482113277544,0.6637139552239144,0.017501443511095564,59,25,0.625,0,0.0,0.0,32.2,403,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,participants_only,,,30,15,0,15,15,0,0.2536136136349532,0.20741863651900533,0.6637139552239144,0.018209415441420993,59,25,0.8333333333333334,0,0.0,0.0,26.266666666666666,403,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,nonparticipants_only,,,10,0,10,0,0,0,0.16529864802083483,0.13030595751992813,0.5827936941773887,0.009527877856552097,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.10000000000008,,,19.5,0.25624178712220735,45.0,0.5913272010512477,0.0,0.0,0.015961167731214067,0.044444444444444446,0.0,0,2,61,7,,39,45,38,5.000000000000002,0.06570302233902756,6.600000000000003,0.08672798948751638,25,33,41
15,C,all_agents,,,40,19,10,11,19,0,0.236174793610969,0.18410815132856218,0.6771653970149578,0.01835774706276496,68,27,0.675,0,0.0,0.0,31.85,435,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,participants_only,,,30,19,0,11,19,0,0.2595493962994346,0.20685554170559572,0.6771653970149578,0.019205972544447402,68,27,0.9,0,0.0,0.0,25.8,435,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,nonparticipants_only,,,10,0,10,0,0,0,0.16605098554557235,0.1296544277323285,0.5798797257065017,0.009256606007594186,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.40000000000008,,,20.0,0.22371364653243828,59.0,0.6599552572706929,0.0,0.0,0.014116823701820427,0.15254237288135594,0.0,0,9,26,16,,40,59,38,5.000000000000002,0.05592841163310959,5.400000000000002,0.060402684563758365,25,27,32
16,C,all_agents,,,40,21,10,9,21,0,0.24018298696576848,0.18384083245463678,0.6900787811343595,0.01924718206787898,70,27,0.675,0,0.0,0.0,32.125,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,participants_only,,,30,21,0,9,21,0,0.2646454338902245,0.20582126399706777,0.6900787811343595,0.020269020411889514,70,27,0.9,0,0.0,0.0,26.166666666666668,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,nonparticipants_only,,,10,0,10,0,0,0,0.16679564619240048,0.12900615559366685,0.5769803270779692,0.00900073132146544,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
