step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_idle,count_make,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
15,D,nonparticipants_only,,,10,0,10,0,0,0,0.18729361235028902,0.15259124607155156,0.6542686564534242,0.014707441567766105,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.40000000000009,20.0,0.22883295194507985,,,0.0,0.0,56.0,0.6407322654462236,0.014177189009614347,0.05357142857142857,0.0,0,3,12,28,40,,38,56,5.000000000000002,0.057208237986269984,6.400000000000003,0.07322654462242559,25,32,40
16,D,all_agents,,,40,23,10,7,23,0,0.2396544012276282,0.19547353204602896,0.7109084473236993,0.01907927970684945,66,25,0.625,0,0.0,0.0,31.15,457,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,participants_only,,,30,23,0,7,23,0,0.25689844138207246,0.21043455910847342,0.7109084473236993,0.019461083714194766,66,25,0.8333333333333334,0,0.0,0.0,24.866666666666667,457,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,nonparticipants_only,,,10,0,10,0,0,0,0.18792228076429549,0.15240154833988073,0.6509973131711572,0.014365584634636478,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,step_totals,,,,,,,,,,,,,,,,,,,,,78.20000000000009,20.0,0.25575447570332455,,,0.0,0.0,46.0,0.5882352941176464,0.014946502520241583,0.10869565217391304,0.0,0,5,5,57,40,,38,46,4.800000000000002,0.06138107416879791,7.400000000000004,0.09462915601023013,24,37,47
17,D,all_agents,,,40,23,10,7,23,0,0.24368104517677078,0.19780968612150188,0.7224721094307514,0.01988276749119343,73,25,0.625,0,0.0,0.0,30.95,486,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,participants_only,,,30,23,0,7,23,0,0.26205947225282294,0.21627324595640618,0.7224721094307514,0.02048162162972804,73,25,0.8333333333333334,0,0.0,0.0,24.6,486,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,nonparticipants_only,,,10,0,10,0,0,0,0.18854576394861422,0.15356422349373683,0.6477423266053014,0.014033006094112371,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.40000000000009,20.0,0.23419203747072576,,,0.0,0.0,54.0,0.6323185011709596,0.013203524217663201,0.12962962962962962,0.0,0,7,12,32,40,,38,54,5.000000000000002,0.05854800936768146,6.400000000000003,0.07494145199063228,25,32,42
18,D,all_agents,,,40,24,10,6,24,0,0.24754294085954184,0.19942173009091524,0.7335732250535213,0.020810609261271214,74,25,0.625,0,0.0,0.0,31.1,518,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,participants_only,,,30,24,0,6,24,0,0.2670025653139897,0.2159213479213239,0.7335732250535213,0.021662899363180006,74,25,0.8333333333333334,0,0.0,0.0,24.8,518,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,nonparticipants_only,,,10,0,10,0,0,0,0.1891640674961983,0.1529195336264091,0.6445036149722749,0.013709615148647094,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
