step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
19,D,participants_only,,,30,28,0,2,28,0,0.2916076578813967,0.2246803982602844,0.7429488421818752,0.025417566725979706,108,28,0.9333333333333333,0,0.0,0.0,25.433333333333334,620,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,nonparticipants_only,,,10,0,10,0,0,0,0.1716808321619798,0.15872687885565767,0.39794746657047186,0.004314373305538253,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,step_totals,,,,,,,,,,,,,,,,,,,,,89.00000000000009,,,57.0,0.6404494382022465,20.0,0.22471910112359528,0.0,0.0,0.013498625072427585,0.07017543859649122,0.0,0,4,8,28,,57,40,37,6.400000000000003,0.07191011235955053,5.600000000000002,0.0629213483146067,32,28,38
20,D,all_agents,,,40,29,10,1,29,0,0.26545328792139156,0.21513927038850017,0.7532308884946002,0.02400992082462572,113,28,0.7,0,0.0,0.0,31.725,657,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,participants_only,,,30,29,0,1,29,0,0.2964764436106554,0.2267480317274002,0.7532308884946002,0.026782943641781326,113,28,0.9333333333333333,0,0.0,0.0,25.633333333333333,657,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,nonparticipants_only,,,10,0,10,0,0,0,0.1723838208536,0.15958574755894067,0.3959577292376195,0.004141618106115238,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.20000000000009,,,50.0,0.6313131313131306,18.0,0.22727272727272702,0.0,0.0,0.013758953715284251,0.1,0.0,0,5,13,48,,50,36,35,5.600000000000002,0.07070707070707066,5.600000000000002,0.07070707070707066,28,28,32
20,D,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,all_agents,,,40,29,10,1,29,0,0.2696814534202038,0.21560161379996817,0.7612670901199636,0.025158284585301036,119,28,0.7,0,0.0,0.0,31.55,695,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,participants_only,,,30,29,0,1,29,0,0.30188171369611594,0.2296641820092922,0.7612670901199636,0.0280708448574977,119,28,0.9333333333333333,0,0.0,0.0,25.4,695,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,nonparticipants_only,,,10,0,10,0,0,0,0.1730806725924673,0.1609696267854464,0.39397794059143143,0.003978322626673202,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.3000000000001,,,57.0,0.6455266138165339,19.5,0.22083805209513,0.0,0.0,0.013346733515434963,0.10526315789473684,0.0,0,6,9,28,,57,39,37,6.200000000000003,0.0702151755379388,5.600000000000002,0.06342015855039633,31,28,38
22,D,all_agents,,,40,30,10,0,30,0,0.2732529336335665,0.21543667145796686,0.770816406515165,0.026314698259882502,123,28,0.7,0,0.0,0.0,31.7,731,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,participants_only,,,30,30,0,0,30,0,0.3064130707503774,0.23333314865307558,0.770816406515165,0.029414452173037106,123,28,0.9333333333333333,0,0.0,0.0,25.6,731,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,nonparticipants_only,,,10,0,10,0,0,0,0.17377252228313403,0.1627986574011858,0.3920080508884743,0.0038203001971503364,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.20000000000009,,,50.0,0.6313131313131306,18.0,0.22727272727272702,0.0,0.0,0.013004272910134404,0.08,0.0,0,4,13,48,,50,36,35,5.600000000000002,0.07070707070707066,5.600000000000002,0.07070707070707066,28,28,32
23,D,all_agents,,,40,30,10,0,30,0,0.27723047139900603,0.216973540756994,0.7733352536932881,0.027381308771559774,129,29,0.725,0,0.0,0.0,31.525,767,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,participants_only,,,30,30,0,0,30,0,0.31148762609979236,0.23631846099641585,0.7733352536932881,0.030591259024705584,129,29,0.9666666666666667,0,0.0,0.0,25.366666666666667,767,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,nonparticipants_only,,,10,0,10,0,0,0,0.17445900729664704,0.16440673978582282,0.39004801063403194,0.0036688262337990613,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.3000000000001,,,57.0,0.6455266138165339,19.5,0.22083805209513,0.0,0.0,0.012673124419340388,0.10526315789473684,0.0,0,6,9,28,,57,39,37,6.200000000000003,0.0702151755379388,5.600000000000002,0.06342015855039633,31,28,38
24,D,all_agents,,,40,30,10,0,30,0,0.28096064998780673,0.2179498201836203,0.7824018435455566,0.028569244414513723,136,29,0.725,0,0.0,0.0,31.675,807,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,participants_only,,,30,30,0,0,30,0,0.3162339874644534,0.23779900537075233,0.7824018435455566,0.03194145073429373,136,29,0.9666666666666667,0,0.0,0.0,25.566666666666666,807,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,nonparticipants_only,,,10,0,10,0,0,0,0.1751406375578666,0.165556996225121,0.38809777058086176,0.003522125414276775,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.40000000000008,,,50.0,0.6297229219143571,18.0,0.22670025188916854,0.0,0.0,0.013490227390979527,0.14,0.0,0,7,13,48,,50,36,35,5.600000000000002,0.07052896725440802,5.8000000000000025,0.07304785894206545,28,29,32
25,D,all_agents,,,40,30,10,0,28,2,0.2850263361561183,0.21992688674417576,0.7911057698037344,0.029704899640844478,142,30,0.75,0,0.0,0.0,31.5,847,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,participants_only,,,30,30,0,0,28,2,0.32142984724405765,0.2427119197599043,0.7911057698037344,0.03317691549108742,142,30,1.0,0,0.0,0.0,25.333333333333332,847,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,nonparticipants_only,,,10,0,10,0,0,0,0.17581580289230014,0.16690658863462557,0.38615728172795744,0.0033862646557589514,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.3000000000001,,,57.0,0.6455266138165339,19.5,0.22083805209513,0.0,0.0,0.012952611691326534,0.10526315789473684,0.0,0,6,10,26,,57,39,37,6.000000000000003,0.06795016987542464,5.8000000000000025,0.06568516421291049,30,29,37
26,D,all_agents,,,40,30,10,0,28,2,0.2883303575798461,0.21915171908024939,0.799461539011585,0.03091498475106427,148,30,0.75,0,0.0,0.0,31.675,885,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,D,participants_only,,,30,30,0,0,28,2,0.3256115962442408,0.24265082390641168,0.799461539011585,0.03457599052158726,148,30,1.0,0,0.0,0.0,25.566666666666666,885,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,D,nonparticipants_only,,,10,0,10,0,0,0,0.17648664158666197,0.1686903034187445,0.38422649531931763,0.0032532783632765903,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
